stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
1005O00034S9,"BRS 1,2,4,5: Debret",-22.90732,-43.17396,0,
1005O00040C0,São Crispim e São Crispiniano,-22.91343,-43.18832,0,
1005O00041C0,Rezende,-22.91448,-43.18843,0,
1005O00043S9,"BRS 1,2,3,4,I: Senado",-22.91118,-43.19203,0,
1005O00046C2,Ponto Final: Candelária :: Linhas 324 e 329,-22.90243002857,-43.18164594625,0,
1005O00052S0,BRS 5: Rio Branco,-22.90143,-43.18009,0,
1005O00053S0,BRS 5: Tomé de Sousa,-22.90384,-43.18753,0,
1005O00054S0,BRS 5: Central,-22.90573,-43.19337,0,
1005O00055S0,"BRS 1,3: Uruguaiana",-22.90209,-43.18214,0,
1005O00056S0,"BRS 1,2: Central",-22.90541,-43.19145,0,
1005O00057S0,"BRS 1,2,5: Passos",-22.90319,-43.18456,0,
1005O00059S0,"BRS 1,3: Rua de Santana",-22.90688,-43.19524,0,
1005O00060C0,General Caldwell,-22.906230117207173,-43.19340516071319,0,
1005O00061S0,"BRS 1,2,3: Praça da República",-22.90481,-43.18900,0,
1005O00063S0,"BRS 1,2,4: General Caldwell",-22.90978,-43.19101,0,
1005O00064S0,BRS 2B: Praça da República,-22.904795058551194,-43.18948072999,0,
1005O00068S0,"BRS 1,3,4,5: Almirante Barroso",-22.90755,-43.17278,0,
1005O00069S0,BRS 4: Tomé de Sousa,-22.90371,-43.18711,0,
1005O00071C0,Ponto Final: Bairro de Fátima,-22.91698,-43.18823,0,
1005O00072C0,Rua das Graças,-22.91565,-43.18820,0,
1005O00076P0,Terminal Rodoviário Menezes Cortes :: Plat. B,-22.90537,-43.17485,0,1005O00266T0
1005O00081S0,"BRS 5,I: Cruz Vermelha",-22.91251,-43.18975,0,
1005O00090C0,Leandro Martins,-22.90162,-43.18528,0,
1005O00094C0,22 de Abril,-22.90981,-43.16845,0,
1005O00109C0,Ponto Final: Candelária :: Ônibus para Jacarepaguá,-22.90116,-43.17750,0,
1005O00111C0,Ponto Regulador: Castelo :: Linha 014,-22.90888,-43.17491,0,
1005O00120C2,Ponto Final: Candelária :: Linhas 322 e 326,-22.90256446792,-43.18205659725,0,
1005O00124C0,Museu Nacional de Belas Artes,-22.90903,-43.17542,0,
1005O00125C0,Marrecas,-22.91183,-43.17866,0,
1005O00129P0,Terminal Procópio Ferreira :: Plat. Norte,-22.90456482437263,-43.191891982803355,0,1005O00377T9
1005O00135C0,Treze de Maio,-22.90990,-43.17701,0,
1005O00140C0,Estivadores,-22.89945,-43.18764,0,
1005O00142C0,Ponto Final: Candelária :: Linha 343,-22.90232,-43.18185,0,
1005O00143C0,Ponto Regulador: Central do Brasil,-22.90307,-43.19083,0,
1005O00146S0,"BRS 1,2,3,4: Cruz Vermelha",-22.91240,-43.18938,0,
1005O00149S9,"BRS 1,2,3,4,I: Carlos de Carvalho",-22.91168,-43.18936,0,
1005O00150S0,"BRS 5,I: Praça da República",-22.90454,-43.18876,0,
1005O00151S0,"BRS 1,2,3,4: Franklin Roosevelt",-22.91030840925917,-43.17177352761269,0,
1005O00152S0,BRS 4: Erasmo Braga,-22.90519,-43.17367,0,
1005O00154S0,"BRS 2,4: Candelária",-22.90061,-43.17831,0,
1005O00155S0,BRS 4: Rio Branco,-22.90175,-43.18107,0,
1005O00156S0,BRS 2: Passos,-22.90329,-43.18583,0,
1005O00157S0,"BRS 2,3: Praça da República",-22.90446,-43.18946,0,
1005O00158S0,"BRS 4,5: Passos",-22.90325,-43.18625,0,
1005O00159S0,"BRS 1,2,3: Tomé de Sousa",-22.90382,-43.18806,0,
1005O00162C0,Castelo :: Ônibus Executivos,-22.90631,-43.17414,0,
1005O00164C0,Ponto Regulador: Castelo :: Linha 006,-22.90883,-43.17477,0,
1005O00170C0,Ponto Final: Candelária :: Linhas para Zona Oeste,-22.90162,-43.17967,0,
1005O00171C1,Ponto Final: Candelária :: Linha 393,-22.90163924955,-43.18127581983,0,
1005O00172C0,Ponto Regulador: Praça Tiradentes,-22.90731,-43.18300,0,
1005O00173C0,Ponto Final: Aeroporto Santos Dumont,-22.91284,-43.16706,0,
1005O00180C0,Ramalho Ortigão,-22.90664,-43.18006,0,
1005O00181C0,Largo da Carioca,-22.90649,-43.17764,0,
1005O00184C0,Ponto Final: Ônibus Executivos :: Ilha do Governador,-22.90705,-43.17404,0,
1005O00189C0,Anfilófio de Carvalho,-22.90843,-43.17465,0,
1005O00190C0,Ancine,-22.909322557586965,-43.17430620982171,0,
1005O00193S9,"BRS 1,2: Alfândega",-22.90242,-43.17877,0,
1005O00194S9,"BRS 1,2: Sete de Setembro",-22.90467,-43.17793,0,
1005O00197C0,"BRS 2,3,5,I: Luis de Camões",-22.905592716161387,-43.1827856768496,0,
1005O00198C0,"BRS 1,4: Buenos Aires",-22.90440,-43.18332,0,
1005O00202C0,Ponto Final: Castelo :: Linha 2114,-22.90441,-43.17505,0,
1005O00208C0,AVENIDA FRANKLIN ROOSEVELT 115,-22.90952,-43.17067,0,
1005O00211C0,Professor Clementino Fraga,-22.90859,-43.19501,0,
1005O00212C0,Frei Caneca,-22.91060,-43.19392,0,
1005O00214C0,Hospital Espanhol,-22.91362,-43.19070,0,
1005O00215C0,Costa Barros,-22.91480,-43.18904,0,
1005O00218C0,Academia Brasileira de Letras,-22.91050,-43.17258,0,
1005O00219C0,Rio Branco,-22.91242,-43.17433,0,
1005O00220C0,Ponto Final: Zona Oeste :: Campo Grande e Vila Kennedy,-22.90889,-43.18290,0,
1005O00221C0,Ponto Final: Zona Oeste :: Bangu,-22.90824,-43.18243,0,
1005O00222C0,Irineu Marinho,-22.90925,-43.19350,0,
1005O00223C0,Igreja de Sant'Ana,-22.90773,-43.19399,0,
1005O00224C0,Frederico Silva,-22.90780,-43.19226,0,
1005O00225C0,Moncorvo Filho,-22.90958,-43.19173,0,
1005O00226C0,Grande Templo Israelita,-22.91219,-43.19057,0,
1005O00228C0,Ponto Regulador: Carioca :: Linha 249,-22.90881,-43.17938,0,
1005O00230S0,"BRS 1,2: Praça da República",-22.90843,-43.18690,0,
1005O00231S0,BRS 4: Praça da República,-22.90864,-43.18772,0,
1005O00232S0,BRS 5: Praça da República,-22.90879,-43.18819,0,
1005O00233C0,Praça da República :: Zonas Norte e Oeste,-22.90874,-43.18894,0,
1005O00234C0,Ponto Final:  Praça da República :: 371 e 383,-22.908391573394827,-43.18926299193871,0,
1005O00235C0,Praça da República :: Central e Rodoviária,-22.907964259119197,-43.18965554100037,0,
1005O00236C0,Ponto Final: Terminal Jamil Amiden: Ônibus Executivos :: Zona Oeste,-22.90917,-43.18048,0,
1005O00237S0,BRS I: República do Paraguai,-22.90913,-43.17964,0,
1005O00238S0,BRS 4: República do Paraguai,-22.90900,-43.17926,0,
1005O00239C0,Igreja de Santa Luzia,-22.90990,-43.17266,0,
1005O00240C0,Ponto Regulador: Linhas Zona Norte,-22.90878,-43.17147,0,
1005O00241C0,Calouste Gulbekian,-22.90795,-43.19572,0,
1005O00242P0,Terminal Churchill :: Plataforma Sul,-22.908985997991387,-43.17070256679534,0,1005O00268T0
1005O00243C0,Castelo :: Linha 2110,-22.90484,-43.17577,0,
1005O00246S0,"BRS 1,2,3: Central",-22.90585,-43.19226,0,
1005O00248C0,Carlos de Carvalho,-22.91066,-43.18825,0,
1005O00249S0,"BRS 1,2,3: Ouvidor",-22.90266,-43.17553,0,
1005O00250C0,Teófilo Otoni,-22.89948,-43.17708,0,
1005O00253C2,Ponto Final: Castelo :: Linha 2111,-22.90463,-43.17543,0,
1005O00254C0,Marrecas,-22.91320,-43.17733,0,
1005O00255C0,Ponto Regulador: Linha 247,-22.91239,-43.17652,0,
1005O00257C0,CAIXA Cultural - BNDES,-22.90873,-43.18033,0,
1005O00258C0,CAIXA Cultural - BNDES,-22.90880,-43.18051,0,
1005O00259C0,Catedral Metropolitana,-22.90936,-43.18030,0,
1005O00260C0,Franklin Roosevelt :: Pista Central,-22.90957,-43.17046,0,
1005O00262C0,Linhas Área Central,-22.90824,-43.17093,0,
1005O00263P0,Terminal Procópio Ferreira :: Plat. Sul,-22.904988061954207,-43.192316564681974,0,1005O00377T9
1005O00266T0,Terminal Rodoviário Menezes Cortes,-22.905312556505354,-43.17489775979599,1,
1005O00267P0,Terminal Churchill :: Plataforma Norte,-22.90887358345723,-43.17056187655061,0,1005O00268T0
1005O00268T0,Terminal Churchill,-22.90891311385349,-43.170618265804194,1,
1005O00270C0,Presidente Aguirre Cerda,-22.91790,-43.18823,0,
1005O00359S0,"BRS 5,I: Praça da República",-22.905052054977226,-43.18978170321023,0,
1005O00360C2,Ponto Final: Castelo :: Linha 306,-22.90507,-43.17617,0,
1005O00363C0,Aeroporto Santos Dumont,-22.912737526327916,-43.16706314691232,0,
1005O00364C0,Ponto Regulador:  Linha 265,-22.908037371163783,-43.1707730009605,0,
1005O00365C0,Uruguaiana,-22.90239346700878,-43.18209089811172,0,
1005O00367C2,Ponto Final: Candelária :: Linhas para Zona Norte,-22.901980041405977,-43.18082996646598,0,
1005O00369C2,Ponto Final: Candelária :: Linha 328,-22.9026737741,-43.18239047812,0,
1005O00370C1,Ponto Final: Candelária :: Linha 388,-22.9019436043,-43.18220261203,0,
1005O00371C1,Ponto Final: Candelária :: Linha 397,-22.9012839473,-43.18017111748,0,
1005O00372C1,Ponto Final: Candelária :: Linha 369,-22.90143784419,-43.18064961186,0,
1005O00373C1,Ponto Final: Candelária :: Linha 392,-22.90152427523,-43.18091834245,0,
1005O00374C2,DECEA,-22.908598351874094,-43.16824072303935,0,
1005O00375S2,"BRS 2,3,5,I: Passos",-22.90333198551818,-43.18446136482124,0,
1005O00376S2,"BRS 1,4: Passos",-22.903616819218776,-43.18531463159128,0,
1005O00377T9,Terminal Procópio Ferreira,-22.90480610422861,-43.19214082189461,1,
1006O00004C0,"Rua do Chichorro , 9",-22.91707,-43.19543,0,
1006O00006C0,"Rua Itapiru , oposto ao 155",-22.91907,-43.19573,0,
1006O00007C0,"Rua Itapiru , oposto ao 315",-22.92023,-43.19661,0,
1006O00008C0,"Rua Itapiru , 814",-22.92414,-43.19849,0,
1006O00009C0,"Rua Itapiru , 711",-22.92357,-43.1979,0,
1006O00010C0,"Rua Itapiru , oposto ao 564",-22.92227,-43.19726,0,
1006O00011C0,"Rua Doutor Agra , 115",-22.9205,-43.19591,0,
1006O00012C0,Rua Gilda de Abreu próximo ao 313-363,-22.9198,-43.19449,0,
1006O00013S9,"BRS 1,2,3,4: Marquês de Sapucaí",-22.91423,-43.19633,0,
1006O00015C0,Rua Dr Lagden ao lado 198,-22.91618,-43.19452,0,
1006O00016C0,Rua de Catumbi 15,-22.91495,-43.19588,0,
1006O00017C0,Rua de Catumbi 93,-22.9166,-43.19521,0,
1006O00018C0,"R. Itapiru , 592",-22.922234355168143,-43.19739346340983,0,
1007O00009C0,"Rua Barão de Itapagipe , 154",-22.92059,-43.21275,0,
1007O00012C0,Rua Estrela próximo ao 78,-22.92494,-43.20832,0,
1007O00013C0,Ponto Final: Rio Comprido,-22.92534,-43.20581,0,
1007O00014C0,"Rua Barão de Petrópolis , 44",-22.92616,-43.2049,0,
1007O00015C0,"Rua Barão de Petrópolis , 374",-22.92831,-43.20358,0,
1007O00017S9,"BRS 2,4,5: Barão de Ubá",-22.91747,-43.21103,0,
1007O00019C0,"Rua Barão de Petrópolis , oposto ao 716",-22.92998,-43.20185,0,
1007O00020C0,"Rua Barão de Petrópolis , 11",-22.92555,-43.20513,0,
1007O00021C0,"Rua Campos da Paz , 117",-22.92362,-43.20643,0,
1007O00022C0,"Rua Campos da Paz , 63",-22.92342,-43.20786,0,
1007O00023C0,"Rua Aristídes Lôbo , 173",-22.92177,-43.20882,0,
1007O00024C0,"Rua Aristídes Lôbo , 109",-22.91992,-43.20858,0,
1007O00025C0,"Rua Aristídes Lôbo , 35",-22.91786,-43.20922,0,
1007O00030C0,"Rua Santa Alexandrina , oposto ao 1022",-22.93359,-43.20924,0,
1007O00031C0,"Rua Itapiru , 1344",-22.92497,-43.20299,0,
1007O00032C0,Rua Campos da Paz próximo ao 209,-22.9239,-43.2045,0,
1007O00033C0,"Rua Barão de Itapagipe , 66",-22.91902,-43.21038,0,
1007O00037C0,"Rua Santa Alexandrina  , 565",-22.92966,-43.20846,0,
1007O00038C0,"Rua Itapiru , 1553",-22.92501,-43.20483,0,
1007O00039C0,"Rua Itapiru , 1163",-22.92528,-43.20125,0,
1007O00040C0,"Rua Itapiru , 985",-22.92513,-43.19961,0,
1007O00042C0,"Rua Santa Alexandrina , 111",-22.926,-43.20846,0,
1007O00043C0,"Rua Sampaio Viana , 185",-22.92261,-43.21113,0,
1007O00044C0,"Ponto Final:  Rua Sampaio Viana , 5",-22.92371,-43.21231,0,
1007O00046C0,Ponto Final: Santa Alexandrina :: Linha 201,-22.93499,-43.20986,0,
1007O00049C0,"Avenida Paulo de Frontin , 299",-22.91943,-43.20979,0,
1007O00051C0,"Avenida Paulo de Frontin , 257",-22.91797,-43.20987,0,
1007O00052C0,"Avenida Paulo de Frontin , 276",-22.91777,-43.21018,0,
1007O00053C0,"Avenida Paulo de Frontin , 500",-22.92396,-43.20983,0,
1007O00054C0,"Avenida Paulo de Frontin , 628",-22.92744,-43.20962,0,
1007O00055C0,"Avenida Paulo de Frontin , 730",-22.92968,-43.20926,0,
1007O00056C0,"Avenida Paulo de Frontin , 876",-22.93156,-43.20922,0,
1007O00057C0,"Avenida Paulo de Frontin , lado oposto ao 763",-22.93145,-43.20881,0,
1007O00058C0,"Avenida Paulo de Frontin , 685",-22.92961,-43.20896,0,
1007O00059C0,"Avenida Paulo de Frontin , 631",-22.92773,-43.2093,0,
1007O00060C0,"Avenida Paulo de Frontin , 543",-22.92582,-43.20942,0,
1007O00061C0,"Avenida Paulo de Frontin , 481",-22.92400,-43.20952,0,
1007O00063C0,"Rua do Bispo , lado oposto ao número 210",-22.92268,-43.21401,0,
1007O00064C0,"Rua do Bispo , 71",-22.9248,-43.21172,0,
1007O00066C0,"Av. Paulo de Frontin , 435",-22.92249167378045,-43.209598046627036,0,
1007O00068C0,"Av. Paulo de Frontin , 394",-22.921009592143403,-43.210009308886804,0,
1007O00070C0,"Avenida Paulo de Frontin ,568",-22.92588,-43.20972,0,
1007O00071C0,Ponto Final: Rio Comprido :: Linha 711,-22.92438,-43.20880,0,
1007O00072C0,Ponto Final: Rio Comprido :: Linha 607,-22.92432,-43.20941,0,
1007O00073C0,"Rua Almirante Alexandrino , 4098",-22.938378994352963,-43.20693568250855,0,
1007O00074C0,"R. Barão de Petrópolis , 415",-22.928204054242066,-43.203501729395825,0,
1007O00075C0,"Rua Santa Alexandrina , oposto ao 262",-22.926990735700624,-43.20823984657419,0,
1007O00076C0,"Rua Itapiru , 1150",-22.925150984135733,-43.201223148956274,0,
1007O00077C0,"R. Itapiru , 1351",-22.925150984135733,-43.20300413574216,0,
1008O00001S0,BRS 4: Praça Onze,-22.90769,-43.20011,0,
1008O00002S0,"BRS 2,4: Cidade Nova",-22.90949,-43.20594,0,
1008O00003S2,"BRS 1,3,5: Cidade Nova",-22.910298942498624,-43.205637754631034,0,
1008O00004S0,"BRS 4,5: Praça Onze",-22.90786,-43.19828,0,
1008O00005S0,"BRS 4,5: Praça Onze",-22.90862,-43.20105,0,
1008O00006S0,"BRS 1,2,3: Cidade Nova",-22.90980,-43.20631,0,
1008O00007S0,"BRS 1,2,3: Praça Onze",-22.90788,-43.19876,0,
1008O00011S9,"BRS 1,4,I: Aníbal Benévolo",-22.91221,-43.19866,0,
1008O00015S9,BRS 2: Praça Castelo Branco,-22.91205,-43.19781,0,
1008O00016S9,BRS 2: Correia Vasques,-22.91274,-43.20142,0,
1008O00017C0,Pinto de Azevedo,-22.91229656495083,-43.2044197295483,0,
1008O00017S0,"BRS 2,4: Cidade Nova",-22.910148177233076,-43.205171749091136,0,
1008O00018S0,"BRS 1,2,3: Praça Onze",-22.90818,-43.19931,0,
1008O00019S0,"BRS 1,4,I: Praça Onze",-22.90777,-43.19843,0,
1008O00020C0,Ponto Final: Metrô Estácio :: Linha 209,-22.91259,-43.20581,0,
1008O00021S9,"BRS 1,4: Reverendo Álvaro Reis",-22.91288,-43.20215,0,
1008O00022S0,"BRS 1,2,3,4,5,I: Cidade Nova",-22.91012,-43.20560,0,
1008O00023S0,"BRS 4,5: Praça Onze",-22.90759,-43.19941,0,
1008O00024S0,"BRS 1,2,3: Praça Onze",-22.90803,-43.20073,0,
1008O00025S0,"BRS 4,5: Cidade Nova",-22.90962,-43.20576,0,
1008O00026S0,"BRS 3,5: Praça Onze",-22.90750,-43.19952,0,
1008O00027S0,"BRS 1,2,3: Praça Onze",-22.90794,-43.20089,0,
1008O00030S0,"BRS 1,3,5: Cidade Nova",-22.90966,-43.20643,0,
1008O00033C0,Rua Carmo Neto s/n entre as ruas Benedito Hipólito  e Sta Maria,-22.90954,-43.20028,0,
1008O00034C0,Rua Carmo Neto 224,-22.91143,-43.19956,0,
1008O00035C0,Rua Heitor Carrilho 150,-22.91376,-43.19951,0,
1008O00036C0,Rua Afonso Cavalcanti próximo ao 24-54,-22.91030988249614,-43.20364341104506,0,
1008O00037C0,Laura de Araújo,-22.90960,-43.20122,0,
1008O00038C0,Rua Benedito Hipólito 218,-22.90861,-43.19795,0,
1008O00041C0,Ponto Final:  Linhas Intermunicipais :: São Gonçalo,-22.913339148970056,-43.20820620363809,0,
1008O00042C0,Metrô Estácio :: Linha 133,-22.91267,-43.20611,0,
1009O00001S9,"BRS 1,4: Largo do Estácio",-22.91405,-43.20528,0,
1009O00002S9,"BRS 1,2,4: Paulo de Frontin",-22.91639,-43.20930,0,
1009O00004S9,"BRS 1,2,4: Largo do Estácio",-22.91439,-43.20535,0,
1009O00005S9,"BRS 1,2,4: Viscondessa de Piracinunga",-22.91401,-43.20054,0,
1009O00006S9,BRS 2: Paulo de Frontin,-22.91547,-43.20947,0,
1009O00007C0,"Rua Carolina Reidner , 80",-22.91597,-43.19651,0,
1009O00009S9,"BRS 5,6: Sampaio Ferraz",-22.91564,-43.20808,0,
1009O00010S9,BRS 2: Largo do Estácio,-22.91415,-43.20564,0,
1009O00011S9,"BRS 1,4,6: Joaquim Palhares",-22.91531,-43.20902,0,
1009O00012S9,"BRS 1,2,4: Reverendo Álvaro Reis",-22.91331,-43.20284,0,
1009O00014C0,"Av. Paulo de Frontin , 143",-22.9145640898134,-43.2099730990651,0,
1009O00016C0,"Av. Paulo de Frontin , 89",-22.913358457800094,-43.209750475716866,0,
1010O00020C0,Avenida Francisco Bicalho próximo ao 3066-3246,-22.90617,-43.21025,0,
1010O00021C0,INTO :: Pista Lateral,-22.89479,-43.21542,0,
1010O00022C0,Avenida Francisco Bicalho próximo ao 890,-22.90035,-43.21061,0,
1010O00034C0,Praça Waldemar Costa e Silva próximo ao 315-323,-22.90757,-43.21843,0,
1010O00038C0,C E Professor Ernesto Faria,-22.90845,-43.23094,0,
1010O00040C0,"R. Gen. Herculano Gomes , próximo à rua Almirante Baltazar",-22.9063566665617,-43.22063871891021,0,
1010O00043C0,"Rua General Almério de Moura , 470",-22.89402,-43.2287,0,
1010O00046C0,Avenida Rotary Internacional próximo ao 124-516,-22.90403,-43.22267,0,
1010O00047C0,"RUA CONDE DE LEOPOLDINA , oposto ao 210",-22.89040,-43.21891,0,
1010O00049C0,RUA SANTOS LIMA 15,-22.89692,-43.21672,0,
1010O00050C0,RUA SANTOS LIMA 3,-22.89578,-43.21521,0,
1010O00054C0,Esberard,-22.89716,-43.22196,0,
1010O00055C0,"Campo de São Cristóvão , 424",-22.8993,-43.22303,0,
1010O00057C0,"Campo de São Cristóvão , 71",-22.89848,-43.21927,0,
1010O00058C0,"Rua Santos Lima , entre a rua Escobar  e a rua Figueira de Melo",-22.89796,-43.21823,0,
1010O00059C9,"Rua São Luiz Gonzaga , 126",-22.90004,-43.22381,0,
1010O00061C0,"R. São Luiz Gonzaga, 368",-22.89986222918572,-43.22629667148714,0,
1010O00062C9,"Rua São Luiz Gonzaga , 730",-22.90000,-43.22971,0,
1010O00064C9,"Rua São Luiz Gonzaga ,1064",-22.90045,-43.23258,0,
1010O00065C0,"Rua Francisco Eugênio s/n, próximo Francisco Bicalho",-22.90694,-43.21579,0,
1010O00066C0,"Rua São Luiz Gonzaga , 1075",-22.9006480366494,-43.232293738421355,0,
1010O00067C9,"Rua São Luiz Gonzaga ,  813",-22.90022,-43.23003,0,
1010O00068C9,"Rua São Luiz Gonzaga ,  643",-22.89977,-43.2284,0,
1010O00070C9,Largo da Cancela,-22.90052,-43.22503,0,
1010O00071C0,Rua Figueira de Melo 363,-22.90061,-43.21746,0,
1010O00072C0,"Rua Figueira de Melo , 246",-22.90417,-43.21493,0,
1010O00073C0,"Rua Figueira de Melo , 338",-22.90185,-43.21645,0,
1010O00075C0,"Rua São Cristóvão , 525",-22.9025,-43.21814,0,
1010O00077C0,"Avenida Bartolomeu de Gusmão,  453",-22.90931,-43.22631,0,
1010O00078C0,Ponto Final: São Cristovão :: Copacabana (via Rebouças),-22.90914,-43.22234,0,
1010O00079C0,"Avenida Pedro II ,235",-22.90411,-43.21611,0,
1010O00080C0,"Avenida Pedro II , 167",-22.90341,-43.21449,0,
1010O00081C0,"Avenida Pedro II , 7",-22.90248,-43.2121,0,
1010O00082C0,"Avenida Pedro II , oposto ao número 7",-22.90233,-43.2125,0,
1010O00083C0,"Avenida Pedro II , 250",-22.90383,-43.21625,0,
1010O00084C0,"Rua Escobar , oposto ao 41",-22.8993,-43.21664,0,
1010O00086C0,"Rua Bela , 92",-22.89585,-43.21893,0,
1010O00089C0,Viaduto Oduvaldo Cozzi próximo ao 80 - Maracanã,-22.91056717723725,-43.223525713783935,0,
1010O00092C0,R. São Luiz Gonzaga,-22.900009682411348,-43.234537289139396,0,
1010O00096C0,R. Figueira de Melo próximo ao 200,-22.90504755224902,-43.21435253387918,0,
1010O00100C0,"Avenida Pedro II , 398",-22.9045262293602,-43.21947199954721,0,
1010O00103C0,"Rua General Herculano Gomes , em frente à estação de trem São Cristóvão",-22.909237924930007,-43.22291600962299,0,
1010O00105C0,"Rua General Herculano Gomes , lado oposto ao hospital quinta D'or",-22.90735034016627,-43.22170418721353,0,
1010O00107C0,"Av. Pedro II , 383",-22.90490672114487,-43.21890068902704,0,
